Name,Latitude,Longitude,geometry,index_right,featurecla,scalerank,LABELRANK,SOVEREIGNT,SOV_A3,ADM0_DIF,LEVEL,TYPE,TLC,ADMIN,ADM0_A3,GEOU_DIF,GEOUNIT,GU_A3,SU_DIF,SUBUNIT,SU_A3,BRK_DIFF,NAME,NAME_LONG,BRK_A3,BRK_NAME,BRK_GROUP,ABBREV,POSTAL,FORMAL_EN,FORMAL_FR,NAME_CIAWF,NOTE_ADM0,NOTE_BRK,NAME_SORT,NAME_ALT,MAPCOLOR7,MAPCOLOR8,MAPCOLOR9,MAPCOLOR13,POP_EST,POP_RANK,POP_YEAR,GDP_MD,GDP_YEAR,ECONOMY,INCOME_GRP,FIPS_10,ISO_A2,ISO_A2_EH,ISO_A3,ISO_A3_EH,ISO_N3,ISO_N3_EH,UN_A3,WB_A2,WB_A3,WOE_ID,WOE_ID_EH,WOE_NOTE,ADM0_ISO,ADM0_DIFF,ADM0_TLC,ADM0_A3_US,ADM0_A3_FR,ADM0_A3_RU,ADM0_A3_ES,ADM0_A3_CN,ADM0_A3_TW,ADM0_A3_IN,ADM0_A3_NP,ADM0_A3_PK,ADM0_A3_DE,ADM0_A3_GB,ADM0_A3_BR,ADM0_A3_IL,ADM0_A3_PS,ADM0_A3_SA,ADM0_A3_EG,ADM0_A3_MA,ADM0_A3_PT,ADM0_A3_AR,ADM0_A3_JP,ADM0_A3_KO,ADM0_A3_VN,ADM0_A3_TR,ADM0_A3_ID,ADM0_A3_PL,ADM0_A3_GR,ADM0_A3_IT,ADM0_A3_NL,ADM0_A3_SE,ADM0_A3_BD,ADM0_A3_UA,ADM0_A3_UN,ADM0_A3_WB,CONTINENT,REGION_UN,SUBREGION,REGION_WB,NAME_LEN,LONG_LEN,ABBREV_LEN,TINY,HOMEPART,MIN_ZOOM,MIN_LABEL,MAX_LABEL,LABEL_X,LABEL_Y,NE_ID,WIKIDATAID,NAME_AR,NAME_BN,NAME_DE,NAME_EN,NAME_ES,NAME_FA,NAME_FR,NAME_EL,NAME_HE,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_PT,NAME_RU,NAME_SV,NAME_TR,NAME_UK,NAME_UR,NAME_VI,NAME_ZH,NAME_ZHT,FCLASS_ISO,TLC_DIFF,FCLASS_TLC,FCLASS_US,FCLASS_FR,FCLASS_RU,FCLASS_ES,FCLASS_CN,FCLASS_TW,FCLASS_IN,FCLASS_NP,FCLASS_PK,FCLASS_DE,FCLASS_GB,FCLASS_BR,FCLASS_IL,FCLASS_PS,FCLASS_SA,FCLASS_EG,FCLASS_MA,FCLASS_PT,FCLASS_AR,FCLASS_JP,FCLASS_KO,FCLASS_VN,FCLASS_TR,FCLASS_ID,FCLASS_PL,FCLASS_GR,FCLASS_IT,FCLASS_NL,FCLASS_SE,FCLASS_BD,FCLASS_UA
University of Basel,47.5612651,7.5752961,POINT (7.5752961 47.5612651),127,Admin-0 country,1,4,Switzerland,CHE,0,2,Sovereign country,1,Switzerland,CHE,0,Switzerland,CHE,0,Switzerland,CHE,0,Switzerland,Switzerland,CHE,Switzerland,,Switz.,CH,Swiss Confederation,,Switzerland,,,Switzerland,,5,2,7,3,8574832.0,13,2019,703082,2019,2. Developed region: nonG7,1. High income: OECD,SZ,CH,CH,CHE,CHE,756,756,756,CH,CHE,23424957,23424957,Exact WOE match as country,CHE,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,11,11,6,-99,1,0.0,4.0,9.0,7.463965,46.719114,1159320491,Q39,سويسرا,সুইজারল্যান্ড,Schweiz,Switzerland,Suiza,سوئیس,Suisse,Ελβετία,שווייץ,स्विट्ज़रलैण्ड,Svájc,Swiss,Svizzera,スイス,스위스,Zwitserland,Szwajcaria,Suíça,Швейцария,Schweiz,İsviçre,Швейцарія,سویٹزرلینڈ,Thụy Sĩ,瑞士,瑞士,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Sheffield,53.3729621,-1.5059315,POINT (-1.5059315 53.3729621),143,Admin-0 country,1,2,United Kingdom,GB1,1,2,Country,1,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,United Kingdom,,,United Kingdom,,6,6,6,3,66834405.0,16,2019,2829108,2019,1. Developed region: G7,1. High income: OECD,UK,GB,GB,GBR,GBR,826,826,826,GB,GBR,-90,23424975,"Eh ID includes Channel Islands and Isle of Man. UK constituent countries of England (24554868), Wales (12578049), Scotland (12578048), and Northern Ireland (20070563).",GBR,,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,-99,1,0.0,1.7,6.7,-2.116346,54.402739,1159320713,Q145,المملكة المتحدة,যুক্তরাজ্য,Vereinigtes Königreich,United Kingdom,Reino Unido,بریتانیا,Royaume-Uni,Ηνωμένο Βασίλειο,הממלכה המאוחדת,यूनाइटेड किंगडम,Egyesült Királyság,Britania Raya,Regno Unito,イギリス,영국,Verenigd Koninkrijk,Wielka Brytania,Reino Unido,Великобритания,Storbritannien,Birleşik Krallık,Велика Британія,مملکت متحدہ,Vương quốc Liên hiệp Anh và Bắc Ireland,英国,英國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Bern,46.9509726,7.4386841,POINT (7.4386841 46.9509726),127,Admin-0 country,1,4,Switzerland,CHE,0,2,Sovereign country,1,Switzerland,CHE,0,Switzerland,CHE,0,Switzerland,CHE,0,Switzerland,Switzerland,CHE,Switzerland,,Switz.,CH,Swiss Confederation,,Switzerland,,,Switzerland,,5,2,7,3,8574832.0,13,2019,703082,2019,2. Developed region: nonG7,1. High income: OECD,SZ,CH,CH,CHE,CHE,756,756,756,CH,CHE,23424957,23424957,Exact WOE match as country,CHE,,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,11,11,6,-99,1,0.0,4.0,9.0,7.463965,46.719114,1159320491,Q39,سويسرا,সুইজারল্যান্ড,Schweiz,Switzerland,Suiza,سوئیس,Suisse,Ελβετία,שווייץ,स्विट्ज़रलैण्ड,Svájc,Swiss,Svizzera,スイス,스위스,Zwitserland,Szwajcaria,Suíça,Швейцария,Schweiz,İsviçre,Швейцарія,سویٹزرلینڈ,Thụy Sĩ,瑞士,瑞士,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Bonn,50.7338124,7.1022465,POINT (7.1022465 50.7338124),121,Admin-0 country,1,2,Germany,DEU,0,2,Sovereign country,1,Germany,DEU,0,Germany,DEU,0,Germany,DEU,0,Germany,Germany,DEU,Germany,,Ger.,D,Federal Republic of Germany,,Germany,,,Germany,,2,5,5,1,83132799.0,16,2019,3861123,2019,1. Developed region: G7,1. High income: OECD,GM,DE,DE,DEU,DEU,276,276,276,DE,DEU,23424829,23424829,Exact WOE match as country,DEU,,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,7,7,4,-99,1,0.0,1.7,6.7,9.678348,50.961733,1159320539,Q183,ألمانيا,জার্মানি,Deutschland,Germany,Alemania,آلمان,Allemagne,Γερμανία,גרמניה,जर्मनी,Németország,Jerman,Germania,ドイツ,독일,Duitsland,Niemcy,Alemanha,Германия,Tyskland,Almanya,Німеччина,جرمنی,Đức,德国,德國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durham University,54.7641281,-1.5863066,POINT (-1.5863066 54.7641281),143,Admin-0 country,1,2,United Kingdom,GB1,1,2,Country,1,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,United Kingdom,,,United Kingdom,,6,6,6,3,66834405.0,16,2019,2829108,2019,1. Developed region: G7,1. High income: OECD,UK,GB,GB,GBR,GBR,826,826,826,GB,GBR,-90,23424975,"Eh ID includes Channel Islands and Isle of Man. UK constituent countries of England (24554868), Wales (12578049), Scotland (12578048), and Northern Ireland (20070563).",GBR,,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,-99,1,0.0,1.7,6.7,-2.116346,54.402739,1159320713,Q145,المملكة المتحدة,যুক্তরাজ্য,Vereinigtes Königreich,United Kingdom,Reino Unido,بریتانیا,Royaume-Uni,Ηνωμένο Βασίλειο,הממלכה המאוחדת,यूनाइटेड किंगडम,Egyesült Királyság,Britania Raya,Regno Unito,イギリス,영국,Verenigd Koninkrijk,Wielka Brytania,Reino Unido,Великобритания,Storbritannien,Birleşik Krallık,Велика Британія,مملکت متحدہ,Vương quốc Liên hiệp Anh và Bắc Ireland,英国,英國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Birmingham,52.4522956,-1.9312857,POINT (-1.9312857 52.4522956),143,Admin-0 country,1,2,United Kingdom,GB1,1,2,Country,1,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,United Kingdom,,,United Kingdom,,6,6,6,3,66834405.0,16,2019,2829108,2019,1. Developed region: G7,1. High income: OECD,UK,GB,GB,GBR,GBR,826,826,826,GB,GBR,-90,23424975,"Eh ID includes Channel Islands and Isle of Man. UK constituent countries of England (24554868), Wales (12578049), Scotland (12578048), and Northern Ireland (20070563).",GBR,,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,-99,1,0.0,1.7,6.7,-2.116346,54.402739,1159320713,Q145,المملكة المتحدة,যুক্তরাজ্য,Vereinigtes Königreich,United Kingdom,Reino Unido,بریتانیا,Royaume-Uni,Ηνωμένο Βασίλειο,הממלכה המאוחדת,यूनाइटेड किंगडम,Egyesült Királyság,Britania Raya,Regno Unito,イギリス,영국,Verenigd Koninkrijk,Wielka Brytania,Reino Unido,Великобритания,Storbritannien,Birleşik Krallık,Велика Британія,مملکت متحدہ,Vương quốc Liên hiệp Anh và Bắc Ireland,英国,英國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Copenhagen,55.6801502,12.572327,POINT (12.572327 55.6801502),142,Admin-0 country,1,4,Denmark,DN1,1,2,Country,1,Denmark,DNK,0,Denmark,DNK,0,Denmark,DNK,0,Denmark,Denmark,DNK,Denmark,,Den.,DK,Kingdom of Denmark,,Denmark,,,Denmark,,4,1,3,12,5818553.0,13,2019,350104,2019,2. Developed region: nonG7,1. High income: OECD,DA,DK,DK,DNK,DNK,208,208,208,DK,DNK,23424796,23424796,Exact WOE match as country,DNK,,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,7,7,4,-99,1,0.0,3.0,8.0,9.018163,55.966965,1159320547,Q35,الدنمارك,ডেনমার্ক,Dänemark,Denmark,Dinamarca,دانمارک,Danemark,Δανία,דנמרק,डेनमार्क,Dánia,Denmark,Danimarca,デンマーク,덴마크,Denemarken,Dania,Dinamarca,Дания,Danmark,Danimarka,Данія,ڈنمارک,Đan Mạch,丹麦,丹麥,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of York,53.9453903,-1.0314593,POINT (-1.0314593 53.9453903),143,Admin-0 country,1,2,United Kingdom,GB1,1,2,Country,1,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,United Kingdom,,,United Kingdom,,6,6,6,3,66834405.0,16,2019,2829108,2019,1. Developed region: G7,1. High income: OECD,UK,GB,GB,GBR,GBR,826,826,826,GB,GBR,-90,23424975,"Eh ID includes Channel Islands and Isle of Man. UK constituent countries of England (24554868), Wales (12578049), Scotland (12578048), and Northern Ireland (20070563).",GBR,,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,-99,1,0.0,1.7,6.7,-2.116346,54.402739,1159320713,Q145,المملكة المتحدة,যুক্তরাজ্য,Vereinigtes Königreich,United Kingdom,Reino Unido,بریتانیا,Royaume-Uni,Ηνωμένο Βασίλειο,הממלכה המאוחדת,यूनाइटेड किंगडम,Egyesült Királyság,Britania Raya,Regno Unito,イギリス,영국,Verenigd Koninkrijk,Wielka Brytania,Reino Unido,Великобритания,Storbritannien,Birleşik Krallık,Велика Британія,مملکت متحدہ,Vương quốc Liên hiệp Anh và Bắc Ireland,英国,英國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity College Dublin,53.3438434,-6.2543853,POINT (-6.2543853 53.3438434),133,Admin-0 country,1,3,Ireland,IRL,0,2,Sovereign country,1,Ireland,IRL,0,Ireland,IRL,0,Ireland,IRL,0,Ireland,Ireland,IRL,Ireland,,Ire.,IRL,Ireland,,Ireland,,,Ireland,,2,3,2,2,4941444.0,12,2019,388698,2019,2. Developed region: nonG7,1. High income: OECD,EI,IE,IE,IRL,IRL,372,372,372,IE,IRL,23424803,23424803,Exact WOE match as country,IRL,,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,7,7,4,-99,1,0.0,3.0,8.0,-7.798588,53.078726,1159320877,Q27,جمهورية أيرلندا,প্রজাতন্ত্রী আয়ারল্যান্ড,Irland,Ireland,Irlanda,ایرلند,Irlande,Δημοκρατία της Ιρλανδίας,אירלנד,आयरलैण्ड,Írország,Republik Irlandia,Irlanda,アイルランド,아일랜드,Ierland,Irlandia,República da Irlanda,Ирландия,Irland,İrlanda,Ірландія,جمہوریہ آئرلینڈ,Cộng hòa Ireland,爱尔兰,愛爾蘭,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Oslo,59.9414173,10.7227683,POINT (10.7227683 59.9414173),21,Admin-0 country,1,3,Norway,NOR,0,2,Sovereign country,,Norway,NOR,0,Norway,NOR,0,Norway,NOR,0,Norway,Norway,NOR,Norway,,Nor.,N,Kingdom of Norway,,Norway,,,Norway,,5,3,8,12,5347896.0,13,2019,403336,2019,2. Developed region: nonG7,1. High income: OECD,-99,-99,NO,-99,NOR,-99,578,-99,-99,-99,-90,23424910,"Does not include Svalbard, Jan Mayen, or Bouvet Islands (28289410).",NOR,,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,6,6,4,-99,1,0.0,3.0,7.0,9.679975,61.357092,1159321109,Q20,النرويج,নরওয়ে,Norwegen,Norway,Noruega,نروژ,Norvège,Νορβηγία,נורווגיה,नॉर्वे,Norvégia,Norwegia,Norvegia,ノルウェー,노르웨이,Noorwegen,Norwegia,Noruega,Норвегия,Norge,Norveç,Норвегія,ناروے,Na Uy,挪威,挪威,Unrecognized,,Unrecognized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aarhus University,56.1670905,10.2026177,POINT (10.2026177 56.1670905),142,Admin-0 country,1,4,Denmark,DN1,1,2,Country,1,Denmark,DNK,0,Denmark,DNK,0,Denmark,DNK,0,Denmark,Denmark,DNK,Denmark,,Den.,DK,Kingdom of Denmark,,Denmark,,,Denmark,,4,1,3,12,5818553.0,13,2019,350104,2019,2. Developed region: nonG7,1. High income: OECD,DA,DK,DK,DNK,DNK,208,208,208,DK,DNK,23424796,23424796,Exact WOE match as country,DNK,,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,7,7,4,-99,1,0.0,3.0,8.0,9.018163,55.966965,1159320547,Q35,الدنمارك,ডেনমার্ক,Dänemark,Denmark,Dinamarca,دانمارک,Danemark,Δανία,דנמרק,डेनमार्क,Dánia,Denmark,Danimarca,デンマーク,덴마크,Denemarken,Dania,Dinamarca,Дания,Danmark,Danimarka,Данія,ڈنمارک,Đan Mạch,丹麦,丹麥,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mannheim,49.483885,8.4708736,POINT (8.4708736 49.483885),121,Admin-0 country,1,2,Germany,DEU,0,2,Sovereign country,1,Germany,DEU,0,Germany,DEU,0,Germany,DEU,0,Germany,Germany,DEU,Germany,,Ger.,D,Federal Republic of Germany,,Germany,,,Germany,,2,5,5,1,83132799.0,16,2019,3861123,2019,1. Developed region: G7,1. High income: OECD,GM,DE,DE,DEU,DEU,276,276,276,DE,DEU,23424829,23424829,Exact WOE match as country,DEU,,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,7,7,4,-99,1,0.0,1.7,6.7,9.678348,50.961733,1159320539,Q183,ألمانيا,জার্মানি,Deutschland,Germany,Alemania,آلمان,Allemagne,Γερμανία,גרמניה,जर्मनी,Németország,Jerman,Germania,ドイツ,독일,Duitsland,Niemcy,Alemanha,Германия,Tyskland,Almanya,Німеччина,جرمنی,Đức,德国,德國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radboud University Nijmegen,51.8215172,5.8634209,POINT (5.8634209 51.8215172),130,Admin-0 country,1,5,Netherlands,NL1,1,2,Country,1,Netherlands,NLD,0,Netherlands,NLD,0,Netherlands,NLD,0,Netherlands,Netherlands,NLD,Netherlands,,Neth.,NL,Kingdom of the Netherlands,,Netherlands,,,Netherlands,,4,2,2,9,17332850.0,14,2019,907050,2019,2. Developed region: nonG7,1. High income: OECD,NL,NL,NL,NLD,NLD,528,528,528,NL,NLD,-90,23424909,"Doesn't include new former units of Netherlands Antilles (24549811, 24549808, and 24549809)",NLD,,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,11,11,5,-99,1,0.0,4.0,10.0,5.61144,52.422211,1159321101,Q55,هولندا,নেদারল্যান্ডস,Niederlande,Netherlands,Países Bajos,هلند,Pays-Bas,Ολλανδία,הולנד,नीदरलैण्ड,Hollandia,Belanda,Paesi Bassi,オランダ,네덜란드,Nederland,Holandia,Países Baixos,Нидерланды,Nederländerna,Hollanda,Нідерланди,نیدرلینڈز,Hà Lan,荷兰,荷蘭,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maastricht University,50.8472082,5.68595,POINT (5.68595 50.8472082),129,Admin-0 country,1,2,Belgium,BEL,0,2,Sovereign country,1,Belgium,BEL,0,Belgium,BEL,0,Belgium,BEL,0,Belgium,Belgium,BEL,Belgium,,Belg.,B,Kingdom of Belgium,,Belgium,,,Belgium,,3,2,1,8,11484055.0,14,2019,533097,2019,2. Developed region: nonG7,1. High income: OECD,BE,BE,BE,BEL,BEL,056,056,056,BE,BEL,23424757,23424757,Exact WOE match as country,BEL,,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,7,7,5,-99,1,0.0,4.0,9.0,4.800448,50.785392,1159320389,Q31,بلجيكا,বেলজিয়াম,Belgien,Belgium,Bélgica,بلژیک,Belgique,Βέλγιο,בלגיה,बेल्जियम,Belgium,Belgia,Belgio,ベルギー,벨기에,België,Belgia,Bélgica,Бельгия,Belgien,Belçika,Бельгія,بلجئیم,Bỉ,比利时,比利時,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen Mary University of London,51.5247403,-0.0393136,POINT (-0.0393136 51.5247403),143,Admin-0 country,1,2,United Kingdom,GB1,1,2,Country,1,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,United Kingdom,,,United Kingdom,,6,6,6,3,66834405.0,16,2019,2829108,2019,1. Developed region: G7,1. High income: OECD,UK,GB,GB,GBR,GBR,826,826,826,GB,GBR,-90,23424975,"Eh ID includes Channel Islands and Isle of Man. UK constituent countries of England (24554868), Wales (12578049), Scotland (12578048), and Northern Ireland (20070563).",GBR,,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,-99,-99,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,-99,1,0.0,1.7,6.7,-2.116346,54.402739,1159320713,Q145,المملكة المتحدة,যুক্তরাজ্য,Vereinigtes Königreich,United Kingdom,Reino Unido,بریتانیا,Royaume-Uni,Ηνωμένο Βασίλειο,הממלכה המאוחדת,यूनाइटेड किंगडम,Egyesült Királyság,Britania Raya,Regno Unito,イギリス,영국,Verenigd Koninkrijk,Wielka Brytania,Reino Unido,Великобритания,Storbritannien,Birleşik Krallık,Велика Британія,مملکت متحدہ,Vương quốc Liên hiệp Anh và Bắc Ireland,英国,英國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Hamburg,53.564106,9.9949809,POINT (9.9949809 53.564106),121,Admin-0 country,1,2,Germany,DEU,0,2,Sovereign country,1,Germany,DEU,0,Germany,DEU,0,Germany,DEU,0,Germany,Germany,DEU,Germany,,Ger.,D,Federal Republic of Germany,,Germany,,,Germany,,2,5,5,1,83132799.0,16,2019,3861123,2019,1. Developed region: G7,1. High income: OECD,GM,DE,DE,DEU,DEU,276,276,276,DE,DEU,23424829,23424829,Exact WOE match as country,DEU,,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,-99,-99,Europe,Europe,Western Europe,Europe & Central Asia,7,7,4,-99,1,0.0,1.7,6.7,9.678348,50.961733,1159320539,Q183,ألمانيا,জার্মানি,Deutschland,Germany,Alemania,آلمان,Allemagne,Γερμανία,גרמניה,जर्मनी,Németország,Jerman,Germania,ドイツ,독일,Duitsland,Niemcy,Alemanha,Германия,Tyskland,Almanya,Німеччина,جرمنی,Đức,德国,德國,Admin-0 country,,Admin-0 country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
